ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	COGIDS	STRUCTURE	ALIGNMENT	CROSSIDS	COGID
4138	Dashi	vat; jar	kã35	kã35	k ã ³⁵	4909	i n t	k ã - ³⁵	4909	687
4139	Zhoucheng	vat; jar	ka35	ka35	k a ³⁵	4909	i n t	k a - ³⁵	4909	687
4140	Mazhelong	vat; jar	kaŋ55	kaŋ55	k a ŋ ⁵⁵	4909	i n c t	k a ŋ ⁵⁵	4909	687
4141	ProtoBai	vegetable	tsʰɯ3	tsʰɯ3	tsʰ ɯ ³	4918	i n t	tsʰ ɯ ³	4918	688
4142	Tuoluo	vegetable	tsʰi21	tsʰi21	tsʰ i ²¹	4918	i n t	tsʰ i ²¹	4918	688
4143	Gongxing	vegetable	tsʰe42	tsʰe42	tsʰ e ⁴²	4918	i n t	tsʰ e ⁴²	4918	688
4144	Enqi	vegetable	tsʰɿ43	tsʰɿ43	tsʰ ɿ ⁴³	4918	i n t	tsʰ ɿ ⁴³	4918	688
4145	Ega	vegetable	tsʰi42	tsʰi42	tsʰ i ⁴²	4918	i n t	tsʰ i ⁴²	4918	688
4146	Jinman	vegetable	tsʰɯ42	tsʰɯ42	tsʰ ɯ ⁴²	4918	i n t	tsʰ ɯ ⁴²	4918	688
4147	Jinxing	vegetable	tsʰɯ31	tsʰɯ31	tsʰ ɯ ³¹	4918	i n t	tsʰ ɯ ³¹	4918	688
4148	Dashi	vegetable	tsʰɯ31	tsʰɯ31	tsʰ ɯ ³¹	4918	i n t	tsʰ ɯ ³¹	4918	688
4149	Zhoucheng	vegetable	tsʰɯ31	tsʰɯ31	tsʰ ɯ ³¹	4918	i n t	tsʰ ɯ ³¹	4918	688
4150	Mazhelong	vegetable	tsʰǝɯ21	tsʰǝɯ21	tsʰ əɯ ²¹	4918	i n t	tsʰ əɯ ²¹	4918	688
4151	ProtoBai	vegetable oil	jɯ1b	jɯ1b	j ɯ 1b/¹	4929	m n t	j ɯ 1b/¹	4929	689
4152	Tuoluo	vegetable oil	jɯ35	jɯ35	j ɯ ³⁵	4929	m n t	j ɯ ³⁵	4929	689
4153	Gongxing	vegetable oil	ji12	ji12	j i ¹²	4929	m n t	j i ¹²	4929	689
4154	Enqi	vegetable oil	jɯ21	jɯ21	j ɯ ²¹	4929	m n t	j ɯ ²¹	4929	689
4155	Ega	vegetable oil	ji21	ji21	j i ²¹	4929	m n t	j i ²¹	4929	689
4156	Jinman	vegetable oil	(tʂɚ55)	tʂɚ55	ʈʂ ɚ/ə ⁵⁵	4930	i n t	ʈʂ ɚ/ə ⁵⁵	4930	690
4157	Jinxing	vegetable oil	jɯ21	jɯ21	j ɯ ²¹	4929	m n t	j ɯ ²¹	4929	689
4158	Dashi	vegetable oil	jɯ21	jɯ21	j ɯ ²¹	4929	m n t	j ɯ ²¹	4929	689
4159	Zhoucheng	vegetable oil	jɯ21	jɯ21	j ɯ ²¹	4929	m n t	j ɯ ²¹	4929	689
4160	Mazhelong	vegetable oil	jou21	jou21	j ou ²¹	4929	m n t	j ou ²¹	4929	689
4161	ProtoBai	vertical, be standing	tuen1	tuen1	t u/w e n ¹	4940	i m n c t	t u/w e n ¹	4940	691
4162	Tuoluo	vertical, be standing	tue55	tue55	t u/w e ⁵⁵	4940	i m n t	t u/w e - ⁵⁵	4940	691
4163	Gongxing	vertical, be standing	tyen55	tyen55	t y/ɥ e n ⁵⁵	4940	i m n c t	t y/ɥ e n ⁵⁵	4940	691
4164	Enqi	vertical, be standing	tyE24	tyE24	t y/ɥ ᴇ/ɛ ²⁴	4940	i m n t	t y/ɥ ᴇ/ɛ - ²⁴	4940	691
4165	Ega	vertical, be standing	to55tɕi22	to55tɕi22	t o ⁵⁵ + tɕ i ²²	4940 4941	i n t + i n t	t - o - ⁵⁵ + tɕ i ²²	4940 4941	691
4166	Jinman	vertical, be standing	tyi55	tyi55	t y/ɥ i ⁵⁵	4940	i m n t	t y/ɥ i - ⁵⁵	4940	691
4167	Jinxing	vertical, be standing	tuen55	tuen55	t u/w e n ⁵⁵	4940	i m n c t	t u/w e n ⁵⁵	4940	691
4168	Dashi	vertical, be standing	tuen35	tuen35	t u/w e n ³⁵	4940	i m n c t	t u/w e n ³⁵	4940	691
4169	Zhoucheng	vertical, be standing	tue35	tue35	t u/w e ³⁵	4940	i m n t	t u/w e - ³⁵	4940	691
4170	Mazhelong	vertical, be standing	(tsuen55)	tsuen55	ts u/w e n ⁵⁵	4940	i m n c t	ts u/w e n ⁵⁵	4940	691
4171	ProtoBai	village	jɯ4	jɯ4	j ɯ ⁴	4952	m n t	j ɯ ⁴	4952	692
4172	Tuoluo	village	ju42	ju42	j u ⁴²	4952	m n t	j u ⁴²	4952	692
4173	Gongxing	village	ju24	ju24	j u ²⁴	4952	m n t	j u ²⁴	4952	692
4174	Enqi	village	(I22)	I22	I/i ²²	4954	n t	I/i ²²	4954	693
4175	Ega	village	(ɣo22ji22)	ɣo22ji22	ɣ o ²² + j i ²²	4953 4952	i n t + m n t	ɣ o ²² + j i ²²	4953 4952	692
4176	Jinman	village	(ɣo22lĩ22)	ɣo22lĩ22	ɣ o ²² + l ĩ ²²	4953 4955	i n t + i n t	ɣ o ²² + l ĩ ²²	4953 4955	692
4177	Jinxing	village	jɯ44	jɯ44	j ɯ ⁴⁴	4952	m n t	j ɯ ⁴⁴	4952	692
4178	Dashi	village	jɯ44	jɯ44	j ɯ ⁴⁴	4952	m n t	j ɯ ⁴⁴	4952	692
4179	Zhoucheng	village	jɯ44	jɯ44	j ɯ ⁴⁴	4952	m n t	j ɯ ⁴⁴	4952	692
4180	Mazhelong	village	ji42	ji42	j i ⁴²	4952	m n t	j i ⁴²	4952	692
4181	ProtoBai	vomit/throw up	kʰuɛ2	kʰuɛ2	kʰ u/w ɛ ²	4967	i m n t	kʰ u/w ɛ ²	4967	696
4182	Tuoluo	vomit/throw up	kʰuɛ33	kʰuɛ33	kʰ u/w ɛ ³³	4967	i m n t	kʰ u/w ɛ ³³	4967	696
4183	Gongxing	vomit/throw up	qʰuɛ22	qʰuɛ22	qʰ u/w ɛ ²²	4967	i m n t	qʰ u/w ɛ ²²	4967	696
4184	Enqi	vomit/throw up	qʰuE22	qʰuE22	qʰ u ᴇ/ɛ ²²	4966	i m n t	qʰ u ᴇ/ɛ ²²	4966	695
4185	Ega	vomit/throw up	(tɕʰa44)	tɕʰa44	tɕʰ a ⁴⁴	4965	i n t	tɕʰ - a ⁴⁴	4965	694
4186	Jinman	vomit/throw up	(tɕʰa44)	tɕʰa44	tɕʰ a ⁴⁴	4965	i n t	tɕʰ - a ⁴⁴	4965	694
4187	Jinxing	vomit/throw up	(tɕʰia44)	tɕʰia44	tɕʰ i/j a ⁴⁴	4965	i m n t	tɕʰ i/j a ⁴⁴	4965	694
4188	Dashi	vomit/throw up	(tã42)	tã42	t ã ⁴²	4965	i n t	t - ã ⁴²	4965	694
4189	Zhoucheng	vomit/throw up	kʰui44	kʰui44	kʰ u/w i ⁴⁴	4967	i m n t	kʰ u/w i ⁴⁴	4967	696
4190	Mazhelong	vomit/throw up	kʰui33	kʰui33	kʰ u/w i ³³	4967	i m n t	kʰ u/w i ³³	4967	696
4191	ProtoBai	wait	djɯ2	djɯ2	d j ɯ ²	4976	i m n t	d j ɯ ²	4976	697
4192	Tuoluo	wait	tɯ42	tɯ42	t ɯ ⁴²	4976	i n t	t - ɯ ⁴²	4976	697
4193	Gongxing	wait	ti24	ti24	t i ²⁴	4976	i n t	t - i ²⁴	4976	697
4194	Enqi	wait	tǝ55	tǝ55	t ə ⁵⁵	4976	i n t	t - ə ⁵⁵	4976	697
4195	Ega	wait	tɯ44	tɯ44	t ɯ ⁴⁴	4976	i n t	t - ɯ ⁴⁴	4976	697
4196	Jinman	wait	tɯ55	tɯ55	t ɯ ⁵⁵	4976	i n t	t - ɯ ⁵⁵	4976	697
4197	Jinxing	wait	tǝ44	tǝ44	t ə ⁴⁴	4976	i n t	t - ə ⁴⁴	4976	697
4198	Dashi	wait	tjɯ44	tjɯ44	tʲ ɯ ⁴⁴	4976	i n t	tʲ - ɯ ⁴⁴	4976	697
4199	Zhoucheng	wait	tɯ44	tɯ44	t ɯ ⁴⁴	4976	i n t	t - ɯ ⁴⁴	4976	697
4200	Mazhelong	wait	tǝɯ44	tǝɯ44	t əɯ ⁴⁴	4976	i n t	t - əɯ ⁴⁴	4976	697
4201	ProtoBai	want; need	ŋioŋ4	ŋioŋ4	ŋ i/j o ŋ ⁴	4987	i m n c t	ŋ i/j o ŋ ⁴	4987	698
4202	Tuoluo	want; need	jvŋ42	jvŋ42	j v/ʯ ŋ ⁴²	4987	m n c t	- j v/ʯ ŋ ⁴²	4987	698
4203	Gongxing	want; need	(tsao21)	tsao21	ts ao ²¹	4988	i n t	ts ao ²¹	4988	699
4204	Enqi	want; need	(tsa21)	tsa21	ts a ²¹	4988	i n t	ts a ²¹	4988	699
4205	Ega	want; need	(tso42)	tso42	ts o ⁴²	4988	i n t	ts o ⁴²	4988	699
4206	Jinman	want; need	ɲu42	ɲu42	ɲ u ⁴²	4987	i n t	ɲ - u - ⁴²	4987	698
4207	Jinxing	want; need	jõ44	jõ44	j õ ⁴⁴	4987	m n t	- j õ - ⁴⁴	4987	698
4208	Dashi	want; need	jŋ44	jŋ44	j */ə ŋ ⁴⁴	4987	m n c t	- j */ə ŋ ⁴⁴	4987	698
4209	Zhoucheng	want; need	ɲiou44	ɲiou44	ɲ i/j ou ⁴⁴	4987	i m n t	ɲ i/j ou - ⁴⁴	4987	698
4210	Mazhelong	want; need	ɲioŋ55	ɲioŋ55	ɲ i/j o ŋ ⁵⁵	4987	i m n c t	ɲ i/j o ŋ ⁵⁵	4987	698
4211	ProtoBai	water	ɕui2	ɕui2	ɕ u/w i ²	4998	i m n t	ɕ u/w i ²	4998	700
4212	Tuoluo	water	ɕyi33	ɕyi33	ɕ y/ɥ i ³³	4998	i m n t	ɕ y/ɥ i ³³	4998	700
4213	Gongxing	water	ɕy22	ɕy22	ɕ y ²²	4998	i n t	ɕ - y ²²	4998	700
4214	Enqi	water	ɕyi22	ɕyi22	ɕ y/ɥ i ²²	4998	i m n t	ɕ y/ɥ i ²²	4998	700
4215	Ega	water	ɕyi22	ɕyi22	ɕ y/ɥ i ²²	4998	i m n t	ɕ y/ɥ i ²²	4998	700
4216	Jinman	water	ɕyi22	ɕyi22	ɕ y/ɥ i ²²	4998	i m n t	ɕ y/ɥ i ²²	4998	700
4217	Jinxing	water	ɕyi33	ɕyi33	ɕ y/ɥ i ³³	4998	i m n t	ɕ y/ɥ i ³³	4998	700
4218	Dashi	water	ɕiui33	ɕiui33	ɕ i/j ui ³³	4998	i m n t	ɕ i/j ui ³³	4998	700
4219	Zhoucheng	water	ɕyi33	ɕyi33	ɕ y/ɥ i ³³	4998	i m n t	ɕ y/ɥ i ³³	4998	700
4220	Mazhelong	water	ɕyi33	ɕyi33	ɕ y/ɥ i ³³	4998	i m n t	ɕ y/ɥ i ³³	4998	700
4221	ProtoBai	watery/thin (porridge)	tsʰjæn1	tsʰjæn1	tsʰ j æ n ¹	5009	i m n c t	tsʰ j æ n ¹	5009	701
4222	Tuoluo	watery/thin (porridge)	tɕʰiaŋ55	tɕʰiaŋ55	tɕʰ i/j a ŋ ⁵⁵	5009	i m n c t	tɕʰ i/j a ŋ ⁵⁵	5009	701
4223	Gongxing	watery/thin (porridge)	tsʰan55	tsʰan55	tsʰ a n ⁵⁵	5009	i n c t	tsʰ - a n ⁵⁵	5009	701
4224	Enqi	watery/thin (porridge)	tɕiæ24	tɕiæ24	tɕ i/j æ ²⁴	5009	i m n t	tɕ i/j æ - ²⁴	5009	701
4225	Jinxing	watery/thin (porridge)	tɕʰian55	tɕʰian55	tɕʰ i/j a n ⁵⁵	5009	i m n c t	tɕʰ i/j a n ⁵⁵	5009	701
4226	Dashi	watery/thin (porridge)	tɕʰiɚ̃55	tɕʰiɚ̃55	tɕʰ i/j ɚ̃/ə̃ ⁵⁵	5009	i m n t	tɕʰ i/j ɚ̃/ə̃ - ⁵⁵	5009	701
4227	Zhoucheng	watery/thin (porridge)	tɕʰiɛ55	tɕʰiɛ55	tɕʰ i/j ɛ ⁵⁵	5009	i m n t	tɕʰ i/j ɛ - ⁵⁵	5009	701
4228	Mazhelong	watery/thin (porridge)	tɕʰɚ̃55	tɕʰɚ̃55	tɕʰ ɚ/ə̃ ⁵⁵	5009	i n t	tɕʰ - ɚ/ə̃ - ⁵⁵	5009	701
4229	ProtoBai	wave; wield	sreŋ1	sreŋ1	s r e ŋ ¹	5019	i m n c t	s r e ŋ ¹	5019	703
4230	Tuoluo	wave; wield	ʂɚ̃55	ʂɚ̃55	ʂ ɚ/ə̃ ⁵⁵	5019	i n t	ʂ - ɚ/ə̃ - ⁵⁵	5019	703
4231	Gongxing	wave; wield	ʂi55	ʂi55	ʂ i ⁵⁵	5019	i n t	ʂ - i - ⁵⁵	5019	703
4232	Enqi	wave; wield	sɿ24	sɿ24	s ɿ ²⁴	5019	i n t	s - ɿ - ²⁴	5019	703
4233	Ega	wave; wield	sɛ55	sɛ55	s ɛ ⁵⁵	5019	i n t	s - ɛ - ⁵⁵	5019	703
4234	Jinman	wave; wield	ʂɚ55	ʂɚ55	ʂ ɚ/ə ⁵⁵	5019	i n t	ʂ - ɚ/ə - ⁵⁵	5019	703
4235	Jinxing	wave; wield	san55	san55	s a n ⁵⁵	5019	i n c t	s - a n ⁵⁵	5019	703
4236	Dashi	wave; wield	ju33	ju33	j u ³³	5018	m n t	j u ³³	5018	702
4237	ProtoBai	wear (a bracelet)	tro4	tro4	ʈ o ⁴	5027	i n t	ʈ - o ⁴	5027	704
4238	Tuoluo	wear (a bracelet)	tiu42	tiu42	t i u ⁴²	5027	i m n t	t i u ⁴²	5027	704
4239	Gongxing	wear (a bracelet)	tsu24	tsu24	ts u ²⁴	5027	i n t	ts - u ²⁴	5027	704
4240	Enqi	wear (a bracelet)	tju55	tju55	tʲ u ⁵⁵	5027	i n t	tʲ - u ⁵⁵	5027	704
4241	Ega	wear (a bracelet)	tɕu55	tɕu55	tɕ u ⁵⁵	5027	i n t	tɕ - u ⁵⁵	5027	704
4242	Jinman	wear (a bracelet)	ʈu55	ʈu55	ʈ u ⁵⁵	5027	i n t	ʈ - u ⁵⁵	5027	704
4243	Jinxing	wear (a bracelet)	tsou44	tsou44	ts ou ⁴⁴	5027	i n t	ts - ou ⁴⁴	5027	704
4244	Dashi	wear (a bracelet)	tʂou33	tʂou33	ʈʂ ou ³³	5027	i n t	ʈʂ - ou ³³	5027	704
4245	Mazhelong	wear (a bracelet)	tso44	tso44	ts o ⁴⁴	5027	i n t	ts - o ⁴⁴	5027	704
4246	ProtoBai	wear (a hat)	tjɯ5	tjɯ5	tʲ ɯ ⁵	5037	i n t	tʲ - ɯ - ⁵	5037	705
4247	Tuoluo	wear (a hat)	tiɯ24	tiɯ24	t i/j ɯ ²⁴	5037	i m n t	t i/j ɯ - ²⁴	5037	705
4248	Gongxing	wear (a hat)	di24	di24	d i ²⁴	5037	i n t	d - i - ²⁴	5037	705
4249	Enqi	wear (a hat)	tɚ43	tɚ43	t ɚ/ə ⁴³	5037	i n t	t - ɚ/ə - ⁴³	5037	705
4250	Ega	wear (a hat)	tɯ42	tɯ42	t ɯ ⁴²	5037	i n t	t - ɯ - ⁴²	5037	705
4251	Jinman	wear (a hat)	tẽ42	tẽ42	t ẽ ⁴²	5037	i n t	t - ẽ - ⁴²	5037	705
4252	Jinxing	wear (a hat)	tǝ̃42	tǝ̃42	t ə̃ ⁴²	5037	i n t	t - ə̃ - ⁴²	5037	705
4253	Dashi	wear (a hat)	tǝn42	tǝn42	t ə n ⁴²	5037	i n c t	t - ə n ⁴²	5037	705
4254	Zhoucheng	wear (a hat)	tɯ42	tɯ42	t ɯ ⁴²	5037	i n t	t - ɯ - ⁴²	5037	705
4255	Mazhelong	wear (a hat)	tɯ42	tɯ42	t ɯ ⁴²	5037	i n t	t - ɯ - ⁴²	5037	705
4256	ProtoBai	weave; knit	trɯ4	trɯ4	ʈ ɯ ⁴	5048	i n t	ʈ - ɯ - ⁴	5048	706
4257	Tuoluo	weave; knit	tjɯ42	tjɯ42	tʲ ɯ ⁴²	5048	i n t	tʲ - ɯ - ⁴²	5048	706
4258	Gongxing	weave; knit	tʂi24	tʂi24	ʈʂ i ²⁴	5048	i n t	ʈʂ - i - ²⁴	5048	706
4259	Enqi	weave; knit	tiɯ55	tiɯ55	t i/j ɯ ⁵⁵	5048	i m n t	t i/j ɯ - ⁵⁵	5048	706
4260	Ega	weave; knit	tɕi44	tɕi44	tɕ i ⁴⁴	5048	i n t	tɕ - i - ⁴⁴	5048	706
4261	Jinman	weave; knit	ʈɯ55	ʈɯ55	ʈ ɯ ⁵⁵	5048	i n t	ʈ - ɯ - ⁵⁵	5048	706
4262	Jinxing	weave; knit	tsi55	tsi55	ts i ⁵⁵	5048	i n t	ts - i - ⁵⁵	5048	706
4263	Dashi	weave; knit	tʂʰɚ̃55	tʂʰɚ̃55	ʈʂʰ ɚ/ə̃ ⁵⁵	5048	i n t	ʈʂʰ - ɚ/ə̃ - ⁵⁵	5048	706
4264	Zhoucheng	weave; knit	tsʰi55	tsʰi55	tsʰ i ⁵⁵	5048	i n t	tsʰ - i - ⁵⁵	5048	706
4265	Mazhelong	weave; knit	tsʰen55	tsʰen55	tsʰ e n ⁵⁵	5048	i n c t	tsʰ - e n ⁵⁵	5048	706
4266	ProtoBai	weigh (food)	tsʰuen1	tsʰuen1	tsʰ u/w e n ¹	5059	i m n c t	tsʰ u/w e n ¹	5059	707
4267	Tuoluo	weigh (food)	tɕien55	tɕien55	tɕ i/j e n ⁵⁵	5059	i m n c t	tɕ i/j e n ⁵⁵	5059	707
4268	Gongxing	weigh (food)	tɕʰyen55	tɕʰyen55	tɕʰ y/ɥ e n ⁵⁵	5059	i m n c t	tɕʰ y/ɥ e n ⁵⁵	5059	707
4269	Enqi	weigh (food)	tsʰuE24	tsʰuE24	tsʰ u ᴇ/ɛ ²⁴	5061	i m n t	tsʰ u ᴇ/ɛ ²⁴	5061	708
4270	Ega	weigh (food)	tsʰuɛ55bɛ22	tsʰuɛ55bɛ22	tsʰ u/w ɛ ⁵⁵ + b ɛ ²²	5059 5060	i m n t + i n t	tsʰ u/w ɛ - ⁵⁵ + b ɛ ²²	5059 5060	707
4271	Jinman	weigh (food)	tsʰuẽ55	tsʰuẽ55	tsʰ u/w ẽ ⁵⁵	5059	i m n t	tsʰ u/w ẽ - ⁵⁵	5059	707
4272	Jinxing	weigh (food)	tɕʰyẽ55	tɕʰyẽ55	tɕʰ y/ɥ ẽ ⁵⁵	5059	i m n t	tɕʰ y/ɥ ẽ - ⁵⁵	5059	707
4273	Dashi	weigh (food)	tɕʰyen55	tɕʰyen55	tɕʰ y/ɥ e n ⁵⁵	5059	i m n c t	tɕʰ y/ɥ e n ⁵⁵	5059	707
4274	Zhoucheng	weigh (food)	tɕʰiue55	tɕʰiue55	tɕʰ iu/ɥ e ⁵⁵	5059	i m n t	tɕʰ iu/ɥ e - ⁵⁵	5059	707
4275	Mazhelong	weigh (food)	tsʰuen55	tsʰuen55	tsʰ u/w e n ⁵⁵	5059	i m n c t	tsʰ u/w e n ⁵⁵	5059	707
4276	ProtoBai	wheat	mɯ4	mɯ4	m ɯ ⁴	5071	i n t	m ɯ - ⁴	5071	709
4277	Tuoluo	wheat	mɯ42	mɯ42	m ɯ ⁴²	5071	i n t	m ɯ - ⁴²	5071	709
4278	Gongxing	wheat	moŋ24	moŋ24	m o ŋ ²⁴	5071	i n c t	m o ŋ ²⁴	5071	709
4279	Enqi	wheat	mɯ55	mɯ55	m ɯ ⁵⁵	5071	i n t	m ɯ - ⁵⁵	5071	709
4280	Ega	wheat	mɯ55	mɯ55	m ɯ ⁵⁵	5071	i n t	m ɯ - ⁵⁵	5071	709
4281	Jinman	wheat	mɯ55	mɯ55	m ɯ ⁵⁵	5071	i n t	m ɯ - ⁵⁵	5071	709
4282	Jinxing	wheat	mǝ̃44	mǝ̃44	m ə̃ ⁴⁴	5071	i n t	m ə̃ - ⁴⁴	5071	709
4283	Dashi	wheat	mǝ̃44	mǝ̃44	m ə̃ ⁴⁴	5071	i n t	m ə̃ - ⁴⁴	5071	709
4284	Zhoucheng	wheat	mɯ44	mɯ44	m ɯ ⁴⁴	5071	i n t	m ɯ - ⁴⁴	5071	709
4285	Mazhelong	wheat	mǝɯ̃44	mǝɯ̃44	m ə̃ɯ ⁴⁴	5071	i n t	m ə̃ɯ - ⁴⁴	5071	709
4286	ProtoBai	wheat straw	mɯ4qua4	mɯ4qua4	m ɯ ⁴ + q u/w a ⁴	5082 5083	i n t + i m n t	m ɯ - ⁴ + q u/w a ⁴	5082 3421	710
4287	Tuoluo	wheat straw	mɯn42quo42 (is this a mistake?, not sure, whether this final occurs in other cases. Maybe originally mɯ̃42?)	mɯn42quo42	m ɯ n ⁴² + q u/w o ⁴²	5082 5083	i n c t + i m n t	m ɯ n ⁴² + q u/w o ⁴²	5082 3421	710
4288	Gongxing	wheat straw	moŋ24qua24	moŋ24qua24	m o ŋ ²⁴ + q u/w a ²⁴	5082 5083	i n c t + i m n t	m o ŋ ²⁴ + q u/w a ²⁴	5082 3421	710
4289	Enqi	wheat straw	mɯ55qua55	mɯ55qua55	m ɯ ⁵⁵ + q u/w a ⁵⁵	5082 5083	i n t + i m n t	m ɯ - ⁵⁵ + q u/w a ⁵⁵	5082 3421	710
4290	Ega	wheat straw	mɯ55qua44	mɯ55qua44	m ɯ ⁵⁵ + q u/w a ⁴⁴	5082 5083	i n t + i m n t	m ɯ - ⁵⁵ + q u/w a ⁴⁴	5082 3421	710
4291	Jinman	wheat straw	mɯ55qua55	mɯ55qua55	m ɯ ⁵⁵ + q u/w a ⁵⁵	5082 5083	i n t + i m n t	m ɯ - ⁵⁵ + q u/w a ⁵⁵	5082 3421	710
4292	Jinxing	wheat straw	mǝ̃kuɑ44	mǝ̃kuɑ44	m ə̃ ⁰ + k u ɑ ⁴⁴	5082 5084	i n t + i m n t	m ə̃ - ⁰ + k u ɑ ⁴⁴	5082 5084	710
4293	Dashi	wheat straw	mǝ̃kua44	mǝ̃kua44	m ə̃ ⁰ + k u/w a ⁴⁴	5082 5083	i n t + i m n t	m ə̃ - ⁰ + k u/w a ⁴⁴	5082 3421	710
4294	Mazhelong	wheat straw	kua44	kua44	k u/w a ⁴⁴	5083	i m n t	k u/w a ⁴⁴	3421	710
4295	ProtoBai	whet (a knife)	mɔ1b	mɔ1b	m ɔ 1b/¹	5100	i n t	m ɔ 1b/¹	5100	711
4296	Tuoluo	whet (a knife)	mɔ35	mɔ35	m ɔ ³⁵	5100	i n t	m ɔ ³⁵	5100	711
4297	Gongxing	whet (a knife)	ma12	ma12	m a ¹²	5100	i n t	m a ¹²	5100	711
4298	Enqi	whet (a knife)	mo21	mo21	m o ²¹	5100	i n t	m o ²¹	5100	711
4299	Ega	whet (a knife)	mu21	mu21	m u ²¹	5100	i n t	m u ²¹	5100	711
4300	Jinman	whet (a knife)	mo21	mo21	m o ²¹	5100	i n t	m o ²¹	5100	711
4301	Jinxing	whet (a knife)	mõ21	mõ21	m õ ²¹	5100	i n t	m õ ²¹	5100	711
4302	Dashi	whet (a knife)	mau21	mau21	m au ²¹	5100	i n t	m au ²¹	5100	711
4303	Zhoucheng	whet (a knife)	mo21	mo21	m o ²¹	5100	i n t	m o ²¹	5100	711
4304	Mazhelong	whet (a knife)	mo21	mo21	m o ²¹	5100	i n t	m o ²¹	5100	711
4305	ProtoBai	white	bæ4	bæ4	b æ ⁴	5111	i n t	b æ ⁴	5111	712
4306	Tuoluo	white	ba42	ba42	b a ⁴²	5111	i n t	b a ⁴²	5111	712
4307	Gongxing	white	bæ21	bæ21	b æ ²¹	5111	i n t	b æ ²¹	5111	712
4308	Enqi	white	pa21	pa21	p a ²¹	5111	i n t	p a ²¹	5111	712
4309	Ega	white	pa42	pa42	p a ⁴²	5111	i n t	p a ⁴²	5111	712
4310	Jinman	white	pa42	pa42	p a ⁴²	5111	i n t	p a ⁴²	5111	712
4311	Jinxing	white	pa42	pa42	p a ⁴²	5111	i n t	p a ⁴²	5111	712
4312	Dashi	white	pɚ42	pɚ42	p ɚ/ə ⁴²	5111	i n t	p ɚ/ə ⁴²	5111	712
4313	Zhoucheng	white	pɛ42	pɛ42	p ɛ ⁴²	5111	i n t	p ɛ ⁴²	5111	712
4314	Mazhelong	white	pʰɚ42	pʰɚ42	pʰ ɚ/ə ⁴²	5111	i n t	pʰ ɚ/ə ⁴²	5111	712
4315	ProtoBai	wide	qʰua4	qʰua4	qʰ u/w a ⁴	5122	i m n t	qʰ u/w a ⁴	5122	713
4316	Tuoluo	wide	qʰuo42	qʰuo42	qʰ u/w o ⁴²	5122	i m n t	qʰ u/w o ⁴²	5122	713
4317	Gongxing	wide	qʰua24	qʰua24	qʰ u/w a ²⁴	5122	i m n t	qʰ u/w a ²⁴	5122	713
4318	Enqi	wide	qʰua55	qʰua55	qʰ u/w a ⁵⁵	5122	i m n t	qʰ u/w a ⁵⁵	5122	713
4319	Ega	wide	qʰua44	qʰua44	qʰ u/w a ⁴⁴	5122	i m n t	qʰ u/w a ⁴⁴	5122	713
4320	Jinman	wide	qʰua55	qʰua55	qʰ u/w a ⁵⁵	5122	i m n t	qʰ u/w a ⁵⁵	5122	713
4321	Jinxing	wide	kʰuɑ44	kʰuɑ44	kʰ u ɑ ⁴⁴	5123	i m n t	kʰ u ɑ ⁴⁴	5123	714
4322	Dashi	wide	kʰua44	kʰua44	kʰ u/w a ⁴⁴	5122	i m n t	kʰ u/w a ⁴⁴	5122	713
4323	Zhoucheng	wide	kʰua44	kʰua44	kʰ u/w a ⁴⁴	5122	i m n t	kʰ u/w a ⁴⁴	5122	713
4324	Mazhelong	wide	kʰua44	kʰua44	kʰ u/w a ⁴⁴	5122	i m n t	kʰ u/w a ⁴⁴	5122	713
4325	ProtoBai	wide	qʰua4	qʰua4	qʰ u/w a ⁴	5283	i m n t	qʰ u/w a ⁴	5283	713
4326	Tuoluo	wide	qʰuo42	qʰuo42	qʰ u/w o ⁴²	5284	i m n t	qʰ u/w o ⁴²	5284	713
4327	Gongxing	wide	qʰua24	qʰua24	qʰ u/w a ²⁴	5280	i m n t	qʰ u/w a ²⁴	5280	713
4328	Enqi	wide	qʰua55	qʰua55	qʰ u/w a ⁵⁵	5279	i m n t	qʰ u/w a ⁵⁵	5279	713
4329	Ega	wide	qʰua44	qʰua44	qʰ u/w a ⁴⁴	5278	i m n t	qʰ u/w a ⁴⁴	5278	713
4330	Jinman	wide	qʰua55	qʰua55	qʰ u/w a ⁵⁵	5281	i m n t	qʰ u/w a ⁵⁵	5281	713
4331	Jinxing	wide	kʰuɑ55	kʰuɑ55	kʰ u ɑ ⁵⁵	5286	i m n t	kʰ u ɑ ⁵⁵	5286	714
4332	Dashi	wide	kʰua44	kʰua44	kʰ u/w a ⁴⁴	5277	i m n t	kʰ u/w a ⁴⁴	5277	713
4333	Zhoucheng	wide	kʰua44	kʰua44	kʰ u/w a ⁴⁴	5285	i m n t	kʰ u/w a ⁴⁴	5285	713
4334	Mazhelong	wide	kʰua44	kʰua44	kʰ u/w a ⁴⁴	5282	i m n t	kʰ u/w a ⁴⁴	5282	713
4335	ProtoBai	willow	ɣɯ2	ɣɯ2	ɣ ɯ ²	5143	i n t	ɣ ɯ ²	5143	715
4336	Tuoluo	willow	ɣɯ33	ɣɯ33	ɣ ɯ ³³	5143	i n t	ɣ ɯ ³³	5143	715
